sequence,cycle,channel,rank,pim_block,key,tap_index,tap_count,partial_hex,final_hex
9237,31436,2,0,5,4441038127106,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9238,31436,2,0,6,4449628061698,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9239,31436,2,0,7,4458217996290,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9240,31436,3,0,0,6597111709698,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9241,31436,3,0,1,6605701644290,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9242,31436,3,0,2,6614291578882,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9243,31436,3,0,3,6622881513474,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9244,31436,3,0,4,6631471448066,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9245,31436,3,0,5,6640061382658,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9246,31436,3,0,6,6648651317250,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9247,31436,3,0,7,6657241251842,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9248,31436,4,0,0,8796134965250,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9249,31436,4,0,1,8804724899842,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9250,31436,4,0,2,8813314834434,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9251,31436,4,0,3,8821904769026,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9252,31436,4,0,4,8830494703618,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9253,31436,4,0,5,8839084638210,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9254,31436,4,0,6,8847674572802,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9255,31436,4,0,7,8856264507394,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9256,31436,5,0,0,10995158220802,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9257,31436,5,0,1,11003748155394,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9258,31436,5,0,2,11012338089986,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9259,31436,5,0,3,11020928024578,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9260,31436,5,0,4,11029517959170,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9261,31436,5,0,5,11038107893762,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9262,31436,5,0,6,11046697828354,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9263,31436,5,0,7,11055287762946,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9264,31436,6,0,0,13194181476354,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9265,31436,6,0,1,13202771410946,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9266,31436,6,0,2,13211361345538,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9267,31436,6,0,3,13219951280130,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9268,31436,6,0,4,13228541214722,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9269,31436,6,0,5,13237131149314,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9270,31436,6,0,6,13245721083906,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9271,31436,6,0,7,13254311018498,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9272,31436,7,0,0,15393204731906,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9273,31436,7,0,1,15401794666498,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9274,31436,7,0,2,15410384601090,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9275,31436,7,0,3,15418974535682,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9276,31436,7,0,4,15427564470274,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9277,31436,7,0,5,15436154404866,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9278,31436,7,0,6,15444744339458,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9279,31436,7,0,7,15453334274050,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9280,31436,8,0,0,17592227987458,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9281,31436,8,0,1,17600817922050,2,3,4000400040004000400040004000400040004000400040004000400040004000,4400440044004400440044004400440044004400440044004400440044004400
9282,31436,8,0,2,17609407856642,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9283,31436,8,0,3,17617997791234,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9284,31436,8,0,4,17626587725826,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9285,31436,8,0,5,17635177660418,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9286,31436,8,0,6,17643767595010,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9287,31436,8,0,7,17652357529602,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9288,31436,9,0,0,19791251243010,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9289,31436,9,0,1,19799841177602,2,3,4000400040004000400040004000400040004000400040004000400040004000,4400440044004400440044004400440044004400440044004400440044004400
9290,31436,9,0,2,19808431112194,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9291,31436,9,0,3,19817021046786,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9292,31436,9,0,4,19825610981378,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9293,31436,9,0,5,19834200915970,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9294,31436,9,0,6,19842790850562,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9295,31436,9,0,7,19851380785154,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9296,31436,10,0,0,21990274498562,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9297,31436,10,0,1,21998864433154,2,3,4000400040004000400040004000400040004000400040004000400040004000,4400440044004400440044004400440044004400440044004400440044004400
9298,31436,10,0,2,22007454367746,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9299,31436,10,0,3,22016044302338,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9300,31436,10,0,4,22024634236930,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9301,31436,10,0,5,22033224171522,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
